feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
DLFM13_06455.CBP22SR2_CHL_69.gene.2...231.665.complete_rest,NEC_status,Control,0.0467990746825492,0.00714730343892885,777,1,0.0061937379669043,0.134621697845849
X0.WP_003091448_1.1.1.gyrA.gyrA.mutation.2...DNA_gyrase_subunit_A_GyrA_rest,NEC_status,Control,-0.0172662443061268,0.00630269986659315,777,2,0.00630432834232592,0.135992011152283
gb.AAG07064_1.ARO_3003693.MexK__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0136058048832409,0.00497040955854942,777,2,0.00634503319509574,0.136510015189489
gb.AAG03548_1.ARO_3003681.TriC__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0392951912287108,0.0142011934671403,777,4,0.00671227355146118,0.141019325071983
gb.AAG08375_1.ARO_3004038.Paer_emrE__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0228910873374564,0.00846570335716693,777,3,0.008025003786392,0.158479291745754
gb.AAG05661_1.ARO_3004107.Paer_soxR__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0242614320126442,0.00915487726019567,777,2,0.00822231043694615,0.161373765003485
X0.WP_003102062_1.1.1.parE.parE.mutation.2...DNA_topoisomerase_IV_subunit_B_ParE_rest,NEC_status,Control,-0.05640493266092,0.0209882928510769,777,6,0.00866864840127725,0.167323034717843
X438853.AAA74436_1.1.1.mexA.mexA.efflux.1.EFFLUX.EFFLUX.multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexA_rest,NEC_status,Control,-0.0202287653839101,0.0076647397383061,777,3,0.009588068653338,0.177805547700101
X0.WP_003091272_1.1.1.dacB.dacB.mutation.2...D.alanyl.D.alanine_carboxypeptidase_D.alanyl.D.alanine.endopeptidase_DacB_rest,NEC_status,Control,-0.0242034733024479,0.00924637930103513,777,3,0.0101820827835191,0.185114080456167
gb.AAG03547_1.ARO_3003680.TriB__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0206307529943273,0.00792813714954651,777,3,0.0106057983495769,0.190219910875087
gb.AAG06942_1.ARO_3002985.arnA__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0745392833971625,0.0290287159398405,777,9,0.0117947295276775,0.20235189255605
gb.AAG07762_1.ARO_3003030.MexV__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0189707192684871,0.0076010464502931,777,2,0.0127881693383995,0.214196224290044
X0.WP_003137572_1.1.1.ampR.ampR.mutation.2...transcriptional_regulator_AmpR_rest,NEC_status,Control,-0.0212226106153425,0.00851137751152548,777,2,0.012872882278729,0.215174455607952
gb.AAG07592_1.ARO_3000806.MexG__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0168036036825363,0.00674916201839963,777,2,0.0130067747200524,0.216753102569345
X0.WP_003107312_1.1.1.mexB.mexB.mutation.2...multidrug_efflux_RND_transporter_permease_subunit_MexB_rest,NEC_status,Control,-0.0167320019719915,0.00672151536619046,777,2,0.0130217261279792,0.216902479146583
X0.WP_003096330_1.1.1.glpT.glpT.mutation.2...glycerol.3.phosphate_transporter_GlpT_rest,NEC_status,Control,-0.023276145040519,0.00921414186106406,777,3,0.0130259654063556,0.216909982406591
gb.TKW44661_1.ARO_3005040.YajC__Pseudomonas_aeruginosa__rest,NEC_status,Control,-0.0152899069991319,0.006173426100367,777,2,0.0134860880970811,0.221925422120694
DLFM04_03046.AmoxDisc.Mom_CAZ_6.gene.2...630.1877.complete_rest,NEC_status,Control,0.220157249448645,0.0877942691302487,777,27,0.0137228281765015,0.224218918624226
gb.BAE06006_1.ARO_3003705.mexN__Pseudomonas_aeruginosa__rest,NEC_status,Control,-0.0145564137698776,0.00590176436031526,777,2,0.013875991223401,0.225489780737924
gb.AAB41958_1.ARO_3000802.OprJ__Pseudomonas_aeruginosa__rest,NEC_status,Control,-0.0141695059798524,0.00576071309662822,777,2,0.0141383030758221,0.228393879916645
gb.AAB41956_1.ARO_3000800.MexC__Pseudomonas_aeruginosa__rest,NEC_status,Control,-0.0176226723624335,0.00708469705079309,777,3,0.0144192214533863,0.231070541094125
DLFM11_01712.P02SR2_CAZ_6.gene.1...192.1463.complete_rest,NEC_status,Control,0.444205232865171,0.178740830323263,777,41,0.014556716874967,0.232785486338508
gb.AAG08359_1.ARO_3003682.OpmH__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.021114113336041,0.00858194444366943,777,3,0.0154948841981442,0.241514326257488
X0.WP_003082438_1.1.1.phoQ.phoQ.mutation.2...two.component_system_sensor_histidine_kinase_PhoQ_rest,NEC_status,Control,-0.0126693428132514,0.00523108914025544,777,2,0.0156822980151974,0.243029668379648
gb.AAG07594_1.ARO_3000808.MexI__Pseudomonas_aeruginosa_rest,NEC_status,Control,-0.0206962283383227,0.00858274542258796,777,2,0.0161399762025616,0.247118618725033
PWY.5913..TCA.cycle.VI..obligate.autotrophs._path,NEC_status,Control,-1.37074980835606,0.427806096509961,778,711,0.00177843748865371,0.062847039072725
PWY.5005..biotin.biosynthesis.II_path,NEC_status,Control,1.57849682695198,0.567056129965948,778,602,0.00636242880083963,0.12265551830987
PWY.2221..Entner.Doudoroff.pathway.III..semi.phosphorylative._path,NEC_status,Control,-0.0938524364260135,0.0338635837147645,778,14,0.00679782603661917,0.126383632801068
PWY.6662..superpathway.of.quinolone.and.alkylquinolone.biosynthesis_path,NEC_status,Control,-0.143596378429227,0.0519928944679101,778,11,0.00701420538798644,0.128717757583487
FERMENTATION.PWY..mixed.acid.fermentation_path,NEC_status,Control,-1.22832322858313,0.44777578038914,778,624,0.0070732823725721,0.128954333402207
PWY.6486..D.galacturonate.degradation.II_path,NEC_status,Control,0.026473438455078,0.00569439481582188,778,1,0.0074713354625855,0.133416704689027
PWY.6660..2.heptyl.3.hydroxy.4.1H..quinolone.biosynthesis_path,NEC_status,Control,-0.177880838920725,0.0651167604258514,778,13,0.00767517905405937,0.135189831284324
PWY0.1338..polymyxin.resistance_path,NEC_status,Control,-1.51483661412042,0.56697686021506,778,509,0.00868401506767313,0.143862191176145
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type_path,NEC_status,Control,-1.28064437303033,0.482954295084058,778,681,0.00918073926873568,0.147048802652742
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis_path,NEC_status,Control,-0.945969220844344,0.361660812892381,778,728,0.0101920172013083,0.154325002725996
PWY.4041...gamma..glutamyl.cycle_path,NEC_status,Control,-1.16413247029881,0.450254037597658,778,680,0.0111032461593913,0.159591021104465
FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli._path,NEC_status,Control,-1.44209516652639,0.562155530571242,778,666,0.011622506177844,0.163550236634332
PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate._path,NEC_status,Control,-1.31806021344857,0.519040939083957,778,661,0.0125038397207845,0.169371531218765
PWY.7664..oleate.biosynthesis.IV..anaerobic._path,NEC_status,Control,-1.30600144141606,0.514329275013892,778,661,0.0124676833683683,0.169371531218765
PWY.4981..L.proline.biosynthesis.II..from.arginine._path,NEC_status,Control,0.576358988395192,0.227784697065245,778,774,0.0128723529010836,0.17131459749229
PWY0.781..aspartate.superpathway_path,NEC_status,Control,-1.09935749467573,0.43495501747762,778,613,0.0128677513817422,0.17131459749229
FASYN.ELONG.PWY..fatty.acid.elongation....saturated_path,NEC_status,Control,-1.18313962261777,0.472205864304625,778,681,0.0136944190966449,0.176823543280854
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast._path,NEC_status,Control,-1.49548080092027,0.597266302562268,778,666,0.0137235242843627,0.177004841208849
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation_path,NEC_status,Control,-1.24179356569827,0.508788973508547,778,637,0.0162233702302873,0.190241625377119
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis_path,NEC_status,Control,-1.31242221412749,0.550882535426575,778,563,0.0188235076194775,0.205841055866785
PWY.6737..starch.degradation.V_path,NEC_status,Control,-0.930940551931896,0.392063632053069,778,725,0.0194249889056732,0.210162467272215
P562.PWY..myo.inositol.degradation.I_path,NEC_status,Control,-1.23580287231287,0.521885032615467,778,278,0.0196516957707737,0.21126022443421
PWY.4722..creatinine.degradation.II_path,NEC_status,Control,-0.00777324860183414,0.00333983525878791,778,1,0.0202157963863809,0.213803427128691
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I_path,NEC_status,Control,-0.951558006736942,0.40485398672188,778,680,0.0205067238495109,0.215062635869651
PWY.5845..superpathway.of.menaquinol.9.biosynthesis_path,NEC_status,Control,-1.22611250994902,0.522023433477976,778,563,0.0205270422236437,0.215062635869651
PWY.6748..nitrate.reduction.VII..denitrification._path,NEC_status,Control,-0.060992653923375,0.0257839368315629,778,10,0.0205666585620633,0.215189882550529
P42.PWY..incomplete.reductive.TCA.cycle_path,NEC_status,Control,0.912733333112173,0.388525751705036,778,717,0.020602872413104,0.215377002539122
PWY.6608..guanosine.nucleotides.degradation.III_path,NEC_status,Control,-1.12743966522415,0.490503789878348,778,681,0.0235087307330462,0.228854669522198
PWY0.1061..superpathway.of.L.alanine.biosynthesis_path,NEC_status,Control,-1.12506027955195,0.496739613296551,778,627,0.0253467015631624,0.237720901723375
PWY.7282..4.amino.2.methyl.5.phosphomethylpyrimidine.biosynthesis..yeast._path,NEC_status,Control,-1.02138771327504,0.451546030291814,778,651,0.0255247871715546,0.238111355004948
PPGPPMET.PWY..ppGpp.biosynthesis_path,NEC_status,Control,-1.12358554227107,0.500143433638667,778,638,0.0265185507023663,0.242202075983524
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation_path,NEC_status,Control,-0.583315853991592,0.260236418720897,778,745,0.0270978627994892,0.244557943406691
PWY.722..nicotinate.degradation.I_path,NEC_status,Control,-0.467242443451678,0.20925070151258,778,29,0.0275825403847633,0.247306256788225
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose._path,NEC_status,Control,-0.982828019744721,0.440582698178853,778,705,0.0278426156968561,0.248217552684415
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I_path,NEC_status,Control,-0.956139287883337,0.429326262689514,778,638,0.0279671957332025,0.248385903148246
Streptococcus_mitis_iRep,NEC_status,Control,-0.0290015975707383,0.00706162593897243,757,1,3.07161847145902e-4,0.0169252446386517
Streptococcus_sp._iRep,NEC_status,Control,-0.0493148930832664,0.00749122056054381,757,1,0.00164092412840443,0.0720405714909262
Streptococcus_salivarius_iRep,NEC_status,Control,0.102482830263505,0.0367048844366376,757,21,0.00621444493283247,0.197400015513502
Candida.dubliniensis_MAX,NEC_status,Control,-0.0493095646996968,0.00716247523783169,742,1,0.00122968961479401,0.0470035798705047
Pseudomonas.putida.group_MAX,NEC_status,Control,0.07461909636857,0.0274563937775131,742,2,0.00766542151447121,0.199180244076811
Pseudomonas.aeruginosa.group_MAX,NEC_status,Control,-0.391482797280666,0.14726544361661,742,19,0.00931849469390065,0.234740706029558
PWY.5994..palmitate.biosynthesis.I..animals.and.fungi._MAX,NEC_status,Control,-0.0410332882409232,0.0070774955558399804,744,1,4.30557046772747e-4,0.0957476861156538
