"X1L","Var1","Freq","Test_group"
1,"Escherichia_coli_vir",67,"BaciRep"
1,"Escherichia_vir",40,"BaciRep"
1,"Klebsiella_pneumoniae_vir",90,"BaciRep"
1,"Klebsiella_vir",100,"BaciRep"
1,"Salmonella_enterica_vir",74,"BaciRep"
1,"Salmonella_vir",100,"BaciRep"
1,"Serratia_vir",100,"BaciRep"
1,"Shigella_vir",99,"BaciRep"
1,"Staphylococcus_epidermidis_vir",100,"BaciRep"
1,"Staphylococcus_vir",100,"BaciRep"
1,"Veillonella_iRep",100,"BaciRep"
1,"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine._path",98,"BacPath"
1,"ECASYN.PWY..enterobacterial.common.antigen.biosynthesis_path",53,"BacPath"
1,"Enterobacter_vir",100,"BacPath"
1,"FERMENTATION.PWY..mixed.acid.fermentation_path",76,"BacPath"
1,"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate._path",99,"BacPath"
1,"HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic._path",94,"BacPath"
1,"P108.PWY..pyruvate.fermentation.to.propanoate.I_path",29,"BacPath"
1,"P42.PWY..incomplete.reductive.TCA.cycle_path",99,"BacPath"
1,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_path",96,"BacPath"
1,"PENTOSE.P.PWY..pentose.phosphate.pathway_path",97,"BacPath"
1,"PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle._path",89,"BacPath"
1,"PWY.4041...gamma..glutamyl.cycle_path",93,"BacPath"
1,"PWY.5005..biotin.biosynthesis.II_path",100,"BacPath"
1,"PWY.5088..L.glutamate.degradation.VIII..to.propanoate._path",100,"BacPath"
1,"PWY.5136..fatty.acid..beta..oxidation.II..peroxisome._path",87,"BacPath"
1,"PWY.5913..TCA.cycle.VI..obligate.autotrophs._path",100,"BacPath"
1,"PWY.6113..superpathway.of.mycolate.biosynthesis_path",64,"BacPath"
1,"PWY.6168..flavin.biosynthesis.III..fungi._path",96,"BacPath"
1,"PWY.6317..galactose.degradation.I..Leloir.pathway._path",70,"BacPath"
1,"PWY.6703..preQ0.biosynthesis_path",100,"BacPath"
1,"PWY.6737..starch.degradation.V_path",55,"BacPath"
1,"PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type_path",77,"BacPath"
1,"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria._path",85,"BacPath"
1,"PWY0.1338..polymyxin.resistance_path",26,"BacPath"
1,"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants._path",85,"BacPath"
1,"Staphylococcus_vir",38,"BacPath"
1,"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose._MAX",43,"BacMAX"
1,"Enterobacter_vir",100,"BacMAX"
1,"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation_MAX",100,"BacMAX"
1,"NAGLIPASYN.PWY..lipid.IVA.biosynthesis_MAX",100,"BacMAX"
1,"P108.PWY..pyruvate.fermentation.to.propanoate.I_MAX",51,"BacMAX"
1,"P161.PWY..acetylene.degradation_MAX",100,"BacMAX"
1,"P42.PWY..incomplete.reductive.TCA.cycle_MAX",100,"BacMAX"
1,"P441.PWY..superpathway.of.N.acetylneuraminate.degradation_MAX",100,"BacMAX"
1,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_MAX",96,"BacMAX"
1,"PENTOSE.P.PWY..pentose.phosphate.pathway_MAX",78,"BacMAX"
1,"PWY.2942..L.lysine.biosynthesis.III_MAX",79,"BacMAX"
1,"PWY.5686..UMP.biosynthesis_MAX",92,"BacMAX"
1,"PWY.6317..galactose.degradation.I..Leloir.pathway._MAX",89,"BacMAX"
1,"PWY.6700..queuosine.biosynthesis_MAX",99,"BacMAX"
1,"PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP_MAX",69,"BacMAX"
1,"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I_MAX",59,"BacMAX"
1,"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation_MAX",100,"BacMAX"
1,"PWY66.399..gluconeogenesis.III_MAX",30,"BacMAX"
1,"PWY66.400..glycolysis.VI..metazoan._MAX",49,"BacMAX"
1,"PWY66.422..D.galactose.degradation.V..Leloir.pathway._MAX",93,"BacMAX"
1,"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants._MAX",96,"BacMAX"
1,"Serratia_vir",51,"BacMAX"
1,"Staphylococcus_vir",91,"BacMAX"
1,"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose._MAX",62,"AllVars"
1,"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine._path",91,"AllVars"
1,"DLFM02_01131.F19_SXT_62.gene.2...712.1503.complete_rest",62,"AllVars"
1,"Enterobacter_vir",96,"AllVars"
1,"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate._path",100,"AllVars"
1,"HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic._path",80,"AllVars"
1,"NAGLIPASYN.PWY..lipid.IVA.biosynthesis_MAX",100,"AllVars"
1,"P161.PWY..acetylene.degradation_MAX",100,"AllVars"
1,"P221.PWY..octane.oxidation_path",40,"AllVars"
1,"P42.PWY..incomplete.reductive.TCA.cycle_MAX",44,"AllVars"
1,"P42.PWY..incomplete.reductive.TCA.cycle_path",90,"AllVars"
1,"P441.PWY..superpathway.of.N.acetylneuraminate.degradation_MAX",100,"AllVars"
1,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_path",87,"AllVars"
1,"PENTOSE.P.PWY..pentose.phosphate.pathway_path",89,"AllVars"
1,"PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle._path",71,"AllVars"
1,"PWY.5005..biotin.biosynthesis.II_path",100,"AllVars"
1,"PWY.5088..L.glutamate.degradation.VIII..to.propanoate._path",81,"AllVars"
1,"PWY.5136..fatty.acid..beta..oxidation.II..peroxisome._path",69,"AllVars"
1,"PWY.5913..TCA.cycle.VI..obligate.autotrophs._path",100,"AllVars"
1,"PWY.6168..flavin.biosynthesis.III..fungi._path",87,"AllVars"
1,"PWY.6317..galactose.degradation.I..Leloir.pathway._MAX",59,"AllVars"
1,"PWY.6317..galactose.degradation.I..Leloir.pathway._path",27,"AllVars"
1,"PWY.6700..queuosine.biosynthesis_MAX",92,"AllVars"
1,"PWY.6703..preQ0.biosynthesis_path",100,"AllVars"
1,"PWY.6737..starch.degradation.V_path",34,"AllVars"
1,"PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type_path",57,"AllVars"
1,"PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP_MAX",35,"AllVars"
1,"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria._path",70,"AllVars"
1,"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation_MAX",100,"AllVars"
1,"PWY66.400..glycolysis.VI..metazoan._MAX",52,"AllVars"
1,"PWY66.422..D.galactose.degradation.V..Leloir.pathway._MAX",81,"AllVars"
1,"QUINOLONE_rest",78,"AllVars"
1,"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants._path",90,"AllVars"
1,"Veillonella_bac",43,"AllVars"
1,"Veillonella_iRep",95,"AllVars"
1,"X446085580.WP_000163435_1.1.1.mupA.mupA.insensitivity.2.MUPIROCIN.MUPIROCIN.mupirocin.resistant_isoleucine..tRNA_ligase_MupA_rest",61,"AllVars"
