"Days_before_onset","Feature","Freq","Dataset"
1,"Aeromonas_salmonicida_vir",54,"BaciRep"
1,"Clostridium_iRep",100,"BaciRep"
1,"Clostridium_perfringens_iRep",65,"BaciRep"
1,"Clostridium_senegalense_vir",100,"BaciRep"
1,"Dickeya_vir",100,"BaciRep"
1,"Enterobacter_oligotrophica_vir",91,"BaciRep"
1,"Enterobacter_vir",100,"BaciRep"
1,"Enterococcus_faecalis_vir",98,"BaciRep"
1,"Escherichia_marmotae_vir",89,"BaciRep"
1,"Klebsiella_pneumoniae_vir",69,"BaciRep"
1,"Klebsiella_vir",100,"BaciRep"
1,"Salmonella_typhi_vir",98,"BaciRep"
1,"Salmonella_vir",65,"BaciRep"
1,"Staphylococcus_iRep",39,"BaciRep"
1,"Staphylococcus_vir",100,"BaciRep"
1,"Veillonella_iRep",32,"BaciRep"
1,"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine._path",100,"BacPath"
1,"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle._path",100,"BacPath"
1,"ECASYN.PWY..enterobacterial.common.antigen.biosynthesis_path",83,"BacPath"
1,"Enterobacter_vir",100,"BacPath"
1,"Enterococcus_faecalis_vir",27,"BacPath"
1,"Escherichia_marmotae_vir",64,"BacPath"
1,"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate._path",61,"BacPath"
1,"PANTO.PWY..phosphopantothenate.biosynthesis.I_path",100,"BacPath"
1,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_path",100,"BacPath"
1,"PENTOSE.P.PWY..pentose.phosphate.pathway_path",80,"BacPath"
1,"PWY.2723..trehalose.degradation.V_path",73,"BacPath"
1,"PWY.4361..S.methyl.5.thio..alpha..D.ribose.1.phosphate.degradation_path",64,"BacPath"
1,"PWY.5005..biotin.biosynthesis.II_path",45,"BacPath"
1,"PWY.5265..peptidoglycan.biosynthesis.II..staphylococci._path",48,"BacPath"
1,"PWY.5913..TCA.cycle.VI..obligate.autotrophs._path",26,"BacPath"
1,"PWY.6113..superpathway.of.mycolate.biosynthesis_path",43,"BacPath"
1,"PWY.6317..galactose.degradation.I..Leloir.pathway._path",59,"BacPath"
1,"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria._path",99,"BacPath"
1,"PWY0.1261..anhydromuropeptides.recycling_path",58,"BacPath"
1,"PWY66.409..superpathway.of.purine.nucleotide.salvage_path",100,"BacPath"
1,"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis_MAX",34,"BacMAX"
1,"Enterobacter_vir",100,"BacMAX"
1,"Enterococcus_faecalis_vir",56,"BacMAX"
1,"Enterococcus_vir",29,"BacMAX"
1,"Enterococcus.faecalis_MAX",39,"BacMAX"
1,"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation_MAX",100,"BacMAX"
1,"HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria._MAX",80,"BacMAX"
1,"NAGLIPASYN.PWY..lipid.IVA.biosynthesis_MAX",100,"BacMAX"
1,"P161.PWY..acetylene.degradation_MAX",100,"BacMAX"
1,"P441.PWY..superpathway.of.N.acetylneuraminate.degradation_MAX",100,"BacMAX"
1,"PANTO.PWY..phosphopantothenate.biosynthesis.I_MAX",43,"BacMAX"
1,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_MAX",93,"BacMAX"
1,"PENTOSE.P.PWY..pentose.phosphate.pathway_MAX",95,"BacMAX"
1,"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing._MAX",94,"BacMAX"
1,"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I_MAX",80,"BacMAX"
1,"PWY.6317..galactose.degradation.I..Leloir.pathway._MAX",33,"BacMAX"
1,"PWY0.1296..purine.ribonucleosides.degradation_MAX",54,"BacMAX"
1,"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation_MAX",100,"BacMAX"
1,"PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation_MAX",100,"BacMAX"
1,"PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii._MAX",100,"BacMAX"
1,"PWY66.422..D.galactose.degradation.V..Leloir.pathway._MAX",95,"BacMAX"
1,"TEICHOICACID.PWY..teichoic.acid..poly.glycerol..biosynthesis_MAX",97,"BacMAX"
1,"X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis_MAX",32,"BacMAX"
1,"AMINOGLYCOSIDE_rest",37,"AllVars"
1,"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine._path",97,"AllVars"
1,"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle._path",99,"AllVars"
1,"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis_MAX",31,"AllVars"
1,"DLFM11_03899.P05SR2_FOX_106.gene.2...421.855.complete_rest",51,"AllVars"
1,"ECASYN.PWY..enterobacterial.common.antigen.biosynthesis_path",53,"AllVars"
1,"Enterobacter_vir",100,"AllVars"
1,"Enterococcus.faecalis_MAX",29,"AllVars"
1,"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation_MAX",91,"AllVars"
1,"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate._path",69,"AllVars"
1,"NAGLIPASYN.PWY..lipid.IVA.biosynthesis_MAX",100,"AllVars"
1,"P161.PWY..acetylene.degradation_MAX",100,"AllVars"
1,"P441.PWY..superpathway.of.N.acetylneuraminate.degradation_MAX",100,"AllVars"
1,"PANTO.PWY..phosphopantothenate.biosynthesis.I_path",99,"AllVars"
1,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_path",98,"AllVars"
1,"PENTOSE.P.PWY..pentose.phosphate.pathway_MAX",47,"AllVars"
1,"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing._MAX",53,"AllVars"
1,"PWY.2723..trehalose.degradation.V_path",45,"AllVars"
1,"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I_MAX",69,"AllVars"
1,"PWY.5265..peptidoglycan.biosynthesis.II..staphylococci._path",49,"AllVars"
1,"PWY.7242..D.fructuronate.degradation_path",27,"AllVars"
1,"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria._path",98,"AllVars"
1,"PWY0.1261..anhydromuropeptides.recycling_path",46,"AllVars"
1,"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation_MAX",100,"AllVars"
1,"PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation_MAX",100,"AllVars"
1,"PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii._MAX",100,"AllVars"
1,"PWY66.400..glycolysis.VI..metazoan._MAX",36,"AllVars"
1,"PWY66.409..superpathway.of.purine.nucleotide.salvage_path",100,"AllVars"
1,"X446655928.WP_000733274_1.1.1.blaZ.blaZ.hydrolase.2.BETA.LACTAM.BETA.LACTAM.penicillin.hydrolyzing_class_A_beta.lactamase_BlaZ_rest",27,"AllVars"
2,"Citrobacter_werkmanii_vir",35,"VirTaxa"
2,"Enterobacter_vir",83,"VirTaxa"
2,"Enterococcus_faecalis_vir",85,"VirTaxa"
2,"Escherichia_albertii_vir",100,"VirTaxa"
2,"Escherichia_marmotae_vir",100,"VirTaxa"
2,"Escherichia_vir",77,"VirTaxa"
2,"Klebsiella_pneumoniae_vir",90,"VirTaxa"
2,"Klebsiella_vir",32,"VirTaxa"
2,"Staphylococcus_vir",77,"VirTaxa"
2,"Citrobacter_werkmanii_vir",26,"BacTaxa"
2,"Corynebacterium_aurimucosum_bac",100,"BacTaxa"
2,"Corynebacterium_bac",50,"BacTaxa"
2,"Enterobacter_vir",50,"BacTaxa"
2,"Enterococcus_faecalis_vir",64,"BacTaxa"
2,"Escherichia_albertii_vir",100,"BacTaxa"
2,"Escherichia_marmotae_vir",100,"BacTaxa"
2,"Escherichia_vir",91,"BacTaxa"
2,"Klebsiella_oxytoca_bac",99,"BacTaxa"
2,"Klebsiella_pneumoniae_vir",60,"BacTaxa"
2,"Staphylococcus_bac",54,"BacTaxa"
2,"Staphylococcus_vir",39,"BacTaxa"
2,"Streptococcus_bac",47,"BacTaxa"
2,"Veillonella_dispar_bac",36,"BacTaxa"
2,"BETA.LACTAM_rest",97,"BacRest"
2,"DLFM07_01864.01X.000_GEN_1.gene.5...2984.3268.complete_rest",96,"BacRest"
2,"DLFM11_04552.P02SR2_GEN_4.gene.1...108.500.complete_rest",55,"BacRest"
2,"Escherichia_albertii_vir",65,"BacRest"
2,"Escherichia_marmotae_vir",61,"BacRest"
2,"LIPOPEPTIDE_rest",96,"BacRest"
2,"X150393.AAB59075_1.1.1.merT.merT..1.MERCURY.MERCURY.mercuric_transport_protein_MerT_rest",45,"BacRest"
2,"X446655928.WP_000733274_1.1.1.blaZ.blaZ.hydrolase.2.BETA.LACTAM.BETA.LACTAM.penicillin.hydrolyzing_class_A_beta.lactamase_BlaZ_rest",26,"BacRest"
2,"X447207400.WP_001284656_1.1.1.blaI_of_Z.blaI_of_Z.regulation.2.BETA.LACTAM.BETA.LACTAM.penicillinase_repressor_BlaI_rest",41,"BacRest"
2,"X501846383.WP_012655884_1.1.2.aac.6_..Ie.aac.6_..Ie.acetyltransferase.2.AMIKACIN_KANAMYCIN_TOBRAMYCIN.AMINOGLYCOSIDE.bifunctional_aminoglycoside_N.acetyltransferase_AAC.6_..Ie_aminoglycoside_O.phosphotransferase_APH.2__..Ia_rest",56,"BacRest"
2,"Citrobacter_werkmanii_vir",35,"BaciRep"
2,"Enterobacter_vir",45,"BaciRep"
2,"Enterococcus_faecalis_vir",42,"BaciRep"
2,"Escherichia_albertii_vir",100,"BaciRep"
2,"Escherichia_marmotae_vir",100,"BaciRep"
2,"Escherichia_vir",90,"BaciRep"
2,"Klebsiella_pneumoniae_vir",72,"BaciRep"
2,"Staphylococcus_iRep",100,"BaciRep"
2,"Staphylococcus_vir",65,"BaciRep"
2,"PENTOSE.P.PWY..pentose.phosphate.pathway_path",50,"BacPath"
2,"PWY.2942..L.lysine.biosynthesis.III_path",31,"BacPath"
2,"PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli._path",41,"BacPath"
2,"PWY.6608..guanosine.nucleotides.degradation.III_path",28,"BacPath"
2,"PWY.7663..gondoate.biosynthesis..anaerobic._path",48,"BacPath"
2,"PWY0.862...5Z..dodec.5.enoate.biosynthesis_path",26,"BacPath"
2,"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I_MAX",37,"BacMAX"
2,"Escherichia_marmotae_vir",37,"BacMAX"
2,"HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic._MAX",46,"BacMAX"
2,"P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase._MAX",56,"BacMAX"
2,"P161.PWY..acetylene.degradation_MAX",65,"BacMAX"
2,"P164.PWY..purine.nucleobases.degradation.I..anaerobic._MAX",86,"BacMAX"
2,"P441.PWY..superpathway.of.N.acetylneuraminate.degradation_MAX",77,"BacMAX"
2,"PENTOSE.P.PWY..pentose.phosphate.pathway_MAX",100,"BacMAX"
2,"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation_MAX",60,"BacMAX"
2,"PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants._MAX",75,"BacMAX"
2,"PWY.6606..guanosine.nucleotides.degradation.II_MAX",89,"BacMAX"
2,"PWY.6608..guanosine.nucleotides.degradation.III_MAX",92,"BacMAX"
2,"PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase._MAX",41,"BacMAX"
2,"PWY.7199..pyrimidine.deoxyribonucleosides.salvage_MAX",48,"BacMAX"
2,"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation_MAX",100,"BacMAX"
2,"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis_MAX",92,"BacMAX"
2,"LIPOPEPTIDE_rest",32,"AllVars"
2,"P161.PWY..acetylene.degradation_MAX",33,"AllVars"
2,"P164.PWY..purine.nucleobases.degradation.I..anaerobic._MAX",34,"AllVars"
2,"P441.PWY..superpathway.of.N.acetylneuraminate.degradation_MAX",29,"AllVars"
2,"PENTOSE.P.PWY..pentose.phosphate.pathway_MAX",89,"AllVars"
2,"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation_MAX",39,"AllVars"
2,"PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants._MAX",47,"AllVars"
2,"PWY.6606..guanosine.nucleotides.degradation.II_MAX",66,"AllVars"
2,"PWY.6608..guanosine.nucleotides.degradation.III_MAX",74,"AllVars"
2,"PWY.7199..pyrimidine.deoxyribonucleosides.salvage_MAX",27,"AllVars"
2,"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation_MAX",100,"AllVars"
2,"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis_MAX",70,"AllVars"
3,"Clostridioides_vir",49,"VirTaxa"
3,"Cronobacter_vir",91,"VirTaxa"
3,"Enterobacter_vir",100,"VirTaxa"
3,"Enterococcus_faecalis_vir",100,"VirTaxa"
3,"Klebsiella_vir",100,"VirTaxa"
3,"Salmonella_typhi_vir",100,"VirTaxa"
3,"Serratia_marcescens_vir",39,"VirTaxa"
3,"Serratia_vir",100,"VirTaxa"
3,"Candida_albicans_bac",26,"BacTaxa"
3,"Cronobacter_vir",82,"BacTaxa"
3,"Enterobacter_vir",100,"BacTaxa"
3,"Enterococcus_faecalis_vir",100,"BacTaxa"
3,"Klebsiella_vir",100,"BacTaxa"
3,"Salmonella_typhi_vir",99,"BacTaxa"
3,"Serratia_vir",100,"BacTaxa"
3,"BETA.LACTAM_rest",99,"BacRest"
3,"Enterobacter_vir",98,"BacRest"
3,"Enterococcus_faecalis_vir",100,"BacRest"
3,"Klebsiella_vir",70,"BacRest"
3,"LIPOPEPTIDE_rest",34,"BacRest"
3,"Salmonella_typhi_vir",39,"BacRest"
3,"Serratia_vir",98,"BacRest"
3,"TETRACYCLINE_rest",27,"BacRest"
3,"X0.WP_001181005_1.1.1.rpsJ.rpsJ.mutation.2...30S_ribosomal_protein_S10_rest",83,"BacRest"
3,"Cronobacter_vir",91,"BaciRep"
3,"Enterobacter_vir",100,"BaciRep"
3,"Enterococcus_faecalis_vir",100,"BaciRep"
3,"Klebsiella_vir",100,"BaciRep"
3,"Salmonella_typhi_vir",98,"BaciRep"
3,"Serratia_nematodiphila_iRep",41,"BaciRep"
3,"Serratia_vir",100,"BaciRep"
3,"Enterobacter_vir",60,"BacPath"
3,"Enterococcus_faecalis_vir",81,"BacPath"
3,"PANTO.PWY..phosphopantothenate.biosynthesis.I_path",57,"BacPath"
3,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_path",72,"BacPath"
3,"PPGPPMET.PWY..ppGpp.biosynthesis_path",30,"BacPath"
3,"PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle._path",32,"BacPath"
3,"PWY.5913..TCA.cycle.VI..obligate.autotrophs._path",95,"BacPath"
3,"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II_path",30,"BacPath"
3,"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis_path",27,"BacPath"
3,"PWY.6527..stachyose.degradation_path",37,"BacPath"
3,"PWY.6606..guanosine.nucleotides.degradation.II_path",43,"BacPath"
3,"PWY.6608..guanosine.nucleotides.degradation.III_path",59,"BacPath"
3,"PWY0.862...5Z..dodec.5.enoate.biosynthesis_path",42,"BacPath"
3,"Serratia_vir",35,"BacPath"
3,"Enterobacter_vir",76,"BacMAX"
3,"Enterococcus_faecalis_vir",66,"BacMAX"
3,"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli._MAX",27,"BacMAX"
3,"FERMENTATION.PWY..mixed.acid.fermentation_MAX",81,"BacMAX"
3,"GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass_MAX",43,"BacMAX"
3,"P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle._MAX",100,"BacMAX"
3,"PANTO.PWY..phosphopantothenate.biosynthesis.I_MAX",78,"BacMAX"
3,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_MAX",45,"BacMAX"
3,"PENTOSE.P.PWY..pentose.phosphate.pathway_MAX",30,"BacMAX"
3,"PWY.3781..aerobic.respiration.I..cytochrome.c._MAX",49,"BacMAX"
3,"PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II_MAX",38,"BacMAX"
3,"PWY.5104..L.isoleucine.biosynthesis.IV_MAX",71,"BacMAX"
3,"PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants._MAX",26,"BacMAX"
3,"PWY.6606..guanosine.nucleotides.degradation.II_MAX",90,"BacMAX"
3,"PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis_MAX",99,"BacMAX"
3,"PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis_MAX",46,"BacMAX"
3,"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage_MAX",89,"BacMAX"
3,"PWY0.862...5Z..dodec.5.enoate.biosynthesis_MAX",83,"BacMAX"
3,"PWY0.881..superpathway.of.fatty.acid.biosynthesis.I..E..coli._MAX",33,"BacMAX"
3,"Serratia_vir",48,"BacMAX"
3,"Enterobacter_vir",33,"AllVars"
3,"Enterococcus_faecalis_vir",46,"AllVars"
3,"FERMENTATION.PWY..mixed.acid.fermentation_MAX",30,"AllVars"
3,"P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle._MAX",79,"AllVars"
3,"PANTO.PWY..phosphopantothenate.biosynthesis.I_MAX",39,"AllVars"
3,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I_path",32,"AllVars"
3,"PWY.5104..L.isoleucine.biosynthesis.IV_MAX",56,"AllVars"
3,"PWY.5913..TCA.cycle.VI..obligate.autotrophs._path",81,"AllVars"
3,"PWY.6606..guanosine.nucleotides.degradation.II_MAX",71,"AllVars"
3,"PWY.6606..guanosine.nucleotides.degradation.II_path",28,"AllVars"
3,"PWY.6608..guanosine.nucleotides.degradation.III_path",38,"AllVars"
3,"PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis_MAX",82,"AllVars"
3,"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage_MAX",41,"AllVars"
3,"PWY0.862...5Z..dodec.5.enoate.biosynthesis_MAX",38,"AllVars"
4,"Atlantibacter_hermannii_vir",31,"VirTaxa"
4,"Atlantibacter_vir",36,"VirTaxa"
4,"Clostridioides_vir",99,"VirTaxa"
4,"Cronobacter_vir",96,"VirTaxa"
4,"Dickeya_vir",61,"VirTaxa"
